message_id,message_text,message_length,word_count,num_urls,num_digits,num_special_chars,spam_keyword_score,legit_keyword_score,sender_activity_score,sender_account_age_days,messages_sent_last_24h,timestamp,hour_of_day,day_of_week,spam_label
902155,Please find the attached invoice for 10:30 AM. Please confirm. https://company.portal/docs/9184,95,11,1,8,0,0,1,59.5,149,5,2025-10-28 14:00:00,14,1,0
902156,Thanks for your help on the project update. 10:30 AM. Please confirm. https://company.portal/docs/6919,102,13,1,8,0,0,1,,878,8,2025-11-25 02:00:00,2,1,0
902157,"Hi, can we reschedule our meeting to the updated proposal. Regards.",67,11,0,0,0,0,2,70.1,,6,2025-10-31 21:00:00,21,4,0
902158,"Hi, can we reschedule our meeting to the updated proposal. Regards.",67,11,0,0,0,0,2,74.9,687,6,2025-11-20 17:00:00,17,3,0
902159,Please find the attached invoice for the quarterly review. Please confirm.,74,11,0,0,0,0,1,43.5,299,6,2025-11-05 03:00:00,3,2,0
902160,URGENT: Claim your reward now instant cashback limited time! https://tinyurl.com/7726,85,10,1,4,1,3,0,5,23,25,2025-11-07 20:00:00,20,4,1
902161,"Hi, can we reschedule our meeting to the quarterly review. Regards.",67,11,0,0,0,0,2,70.4,357,6,2025-12-06 21:00:00,21,5,0
902162,Congratulations! You have won exclusive bonus today only! http://promo.example/1403,83,9,1,4,2,1,0,74.2,61,21,2025-11-25 06:00:00,6,1,1
902163,Could you review the document and share feedback? the quarterly review. Regards.,80,12,0,0,0,0,1,34.9,137,6,2025-11-09 06:00:00,6,6,0
902164,Your order has been shipped and will arrive by the updated proposal. Let me know.,81,15,0,0,0,0,1,,402,3,2025-12-17 12:00:00,12,2,0
902165,Could you review the document and share feedback? next Monday. Thanks.,70,11,0,0,0,0,1,33.6,576,4,2025-11-05 08:00:00,8,2,0
902166,Please find the attached invoice for 10:30 AM. Regards.,55,9,0,4,0,0,1,39.6,544,5,2025-11-20 13:00:00,13,3,0
902167,Payment received successfully for your subscription. Friday evening. Appreciate it. https://company.portal/docs/3766,116,11,1,4,0,0,1,46,287,10,2025-12-03 13:00:00,13,2,0
902168,Could you review the document and share feedback? next Monday. Appreciate it.,77,12,0,0,0,0,1,53.4,354,6,2025-12-10 07:00:00,7,2,0
902169,Could you review the document and share feedback? next Monday. Let me know.,75,13,0,0,0,0,1,36.5,235,7,2025-11-22 03:00:00,3,5,0
902170,Can you send the report by end of day? 10:30 AM. Please confirm.,64,13,0,4,0,0,1,57.1,468,9,2025-10-30 13:00:00,13,3,0
902171,Let's catch up tomorrow regarding the timeline. next Monday. Please confirm.,76,11,0,0,0,0,0,40.4,325,,2025-11-10 05:00:00,5,0,0
902172,Reminder: your appointment is confirmed for the updated proposal. Regards.,74,10,0,0,0,0,1,50.1,426,5,2025-12-05 06:00:00,6,4,0
902173,Please find the attached invoice for the quarterly review. Please confirm.,74,11,0,0,0,0,1,89.9,138,3,2025-11-06 21:00:00,21,3,0
902174,Earn money from home instantly a brand new phone today only! http://bit.ly/1848,79,12,1,4,1,0,0,48.9,118,14,2025-11-16 04:00:00,4,6,1
902175,Could you review the document and share feedback? 10:30 AM. Please confirm.,75,12,0,4,0,0,1,50.3,288,4,2025-12-16 18:00:00,18,1,0
902176,Here are the notes from today's discussion. 10:30 AM. Regards. https://company.portal/docs/8788,95,11,1,8,0,0,1,50,501,5,2025-12-23 21:00:00,21,1,0
902177,Here are the notes from today's discussion. the updated proposal. Let me know. https://company.portal/docs/8377,111,14,1,4,0,0,1,77.6,585,10,2025-11-18 11:00:00,11,1,0
902178,Let's catch up tomorrow regarding the timeline. next Monday. Thanks.,68,10,0,0,0,0,0,61.7,281,5,2025-11-21 03:00:00,3,4,0
902179,Reminder: your appointment is confirmed for the quarterly review. Thanks.,73,10,0,0,0,0,1,43.3,190,12,2025-11-13 02:00:00,2,3,0
902180,"Hi, can we reschedule our meeting to the updated proposal. Regards.",67,11,0,0,0,0,2,,317,8,2025-11-22 14:00:00,14,5,0
902181,Reminder: your appointment is confirmed for Friday evening. Thanks.,67,9,0,0,0,0,1,63.9,198,5,2025-12-03 18:00:00,18,2,0
902182,Here are the notes from today's discussion. the quarterly review. Regards.,74,11,0,0,0,0,1,55.1,690,2,2025-11-29 06:00:00,6,5,0
902183,Your order has been shipped and will arrive by the quarterly review. Please confirm. https://company.portal/docs/5632,117,15,1,4,0,0,1,54.8,823,9,2025-12-08 12:00:00,12,0,0
902184,Could you review the document and share feedback? Friday evening. Thanks.,73,11,0,0,0,0,1,75,255,3,2025-12-16 12:00:00,12,1,0
902185,Could you review the document and share feedback? next Monday. Please confirm.,78,12,0,0,0,0,1,53,582,5,2025-11-22 17:00:00,17,5,0
902186,Your order has been shipped and will arrive by Friday evening. Regards.,71,12,0,0,0,0,1,59.9,239,8,2025-11-19 19:00:00,19,2,0
902187,Thanks for your help on the project update. 10:30 AM. Please confirm.,69,12,0,4,0,0,1,50.6,146,4,2025-11-16 17:00:00,17,6,0
902188,Click here to verify your account a brand new phone limited time! https://tinyurl.com/2136,90,13,1,4,1,2,0,45.5,50,21,2025-12-05 17:00:00,17,4,1
902189,Let's catch up tomorrow regarding the timeline. Friday evening. Please confirm.,79,11,0,0,0,0,0,59.4,86,6,2025-11-22 14:00:00,14,5,0
902190,Get rich quick with this simple trick instant cashback today only! https://tinyurl.com/5784,91,12,1,4,1,1,0,57.1,200,18,2025-12-18 01:00:00,1,3,1
902191,Let's catch up tomorrow regarding the timeline. 10:30 AM. Let me know.,70,12,0,4,0,0,0,67.1,285,8,2025-11-07 12:00:00,12,4,0
902192,Thanks for your help on the project update. the quarterly review. Regards.,74,12,0,0,0,0,1,31.2,150,3,2025-11-03 15:00:00,15,0,0
902193,Could you review the document and share feedback? next Monday. Please confirm.,78,12,0,0,0,0,1,64.5,343,6,2025-11-24 00:00:00,0,0,0
902194,Here are the notes from today's discussion. the quarterly review. Thanks.,73,11,0,0,0,0,1,49.5,249,6,2025-11-30 07:00:00,7,6,0
902195,"Hi, can we reschedule our meeting to 10:30 AM. Thanks.",54,10,0,4,0,0,2,20.6,124,8,2025-12-18 02:00:00,2,3,0
902196,"Get rich quick with this simple trick ₹50,000 ASAP! https://tinyurl.com/3221",76,10,1,9,1,0,0,52.7,14,20,2025-12-05 04:00:00,4,4,1
902197,Payment received successfully for your subscription. 10:30 AM. Thanks.,70,9,0,4,0,0,1,66,330,3,2025-10-25 22:00:00,22,5,0
902198,Payment received successfully for your subscription. the updated proposal. Let me know.,87,12,0,0,0,0,1,47.1,386,4,2025-12-02 17:00:00,17,1,0
902199,Payment received successfully for your subscription. next Monday. Please confirm.,81,10,0,0,0,0,1,65,570,7,2025-11-15 06:00:00,6,5,0
902200,Let's catch up tomorrow regarding the timeline. the updated proposal. Thanks.,77,11,0,0,0,0,0,48.8,241,9,2025-11-02 06:00:00,6,6,0
902201,Your order has been shipped and will arrive by 10:30 AM. Thanks.,64,12,0,4,0,0,1,86.4,375,4,2025-11-25 14:00:00,14,1,0
902202,Payment received successfully for your subscription. Friday evening. Appreciate it.,83,10,0,0,0,0,1,16,299,5,2025-12-17 11:00:00,11,2,0
902203,Your order has been shipped and will arrive by the updated proposal. Let me know.,81,15,0,0,0,0,1,64.9,285,4,2025-10-31 14:00:00,14,4,0
902204,"You've been selected for a cash prize of ₹50,000 before it expires! http://bit.ly/7767",86,13,1,9,1,2,0,26.5,41,13,2025-11-08 15:00:00,15,5,1
902205,Get rich quick with this simple trick a brand new phone now! https://tinyurl.com/1709,85,13,1,4,1,0,0,63,13,22,2025-11-16 02:00:00,2,6,1
902206,Reminder: your appointment is confirmed for the updated proposal. Thanks.,73,10,0,0,0,0,1,44.8,31,3,2025-10-25 01:00:00,1,5,0
902207,Your order has been shipped and will arrive by Friday evening. Thanks.,70,12,0,0,0,0,1,67.8,360,4,2025-12-14 05:00:00,5,6,0
902208,Thanks for your help on the project update. the quarterly review. Regards.,74,12,0,0,0,0,1,40.2,80,5,2025-12-10 03:00:00,3,2,0
902209,Thanks for your help on the project update. 10:30 AM. Regards.,62,11,0,4,0,0,1,77.7,388,3,2025-11-11 12:00:00,12,1,0
902210,Reminder: your appointment is confirmed for next Monday. Please confirm.,72,10,0,0,0,0,1,80.1,457,8,2025-10-31 12:00:00,12,4,0
902211,"Get rich quick with this simple trick ₹50,000 now! http://promo.example/7395",76,10,1,9,1,0,0,58.4,17,18,2025-11-21 16:00:00,16,4,1
902212,Thanks for your help on the project update. the quarterly review. Please confirm.,81,13,0,0,0,0,1,52.6,357,3,2025-11-28 19:00:00,19,4,0
902213,Please find the attached invoice for 10:30 AM. Let me know.,59,11,0,4,0,0,1,44.8,188,6,2025-11-09 07:00:00,7,6,0
902214,Can you send the report by end of day? the updated proposal. Regards.,69,13,0,0,0,0,1,36,178,,2025-12-13 06:00:00,6,5,0
902215,Can you send the report by end of day? 10:30 AM. Appreciate it.,63,13,0,4,0,0,1,41.4,362,8,2025-12-11 20:00:00,20,3,0
902216,Here are the notes from today's discussion. next Monday. Let me know. https://company.portal/docs/7962,102,13,1,4,0,0,1,41.5,378,7,2025-11-20 04:00:00,4,3,0
902217,Act fast! Your account will be suspended unless free gift cards now! http://bit.ly/5028,87,13,1,4,2,1,0,74.1,145,12,2025-12-17 21:00:00,21,2,1
902218,Could you review the document and share feedback? next Monday. Appreciate it.,77,12,0,0,0,0,1,61.1,93,5,2025-12-01 09:00:00,9,0,0
902219,You are eligible for a refund of free gift cards limited time! http://promo.example/8088,88,13,1,4,1,1,0,39.7,59,24,2025-12-14 10:00:00,10,6,1
902220,Thanks for your help on the project update. Friday evening. Please confirm.,75,12,0,0,0,0,1,47.5,370,6,2025-11-19 22:00:00,22,2,0
902221,Reminder: your appointment is confirmed for the updated proposal. Let me know.,78,12,0,0,0,0,1,82.9,256,7,2025-12-18 23:00:00,23,3,0
902222,Payment received successfully for your subscription. 10:30 AM. Appreciate it. https://company.portal/docs/3609,110,11,1,8,0,0,1,92.8,83,5,2025-12-07 08:00:00,8,6,0
902223,Could you review the document and share feedback? the quarterly review. Please confirm.,87,13,0,0,0,0,1,62.6,1059,7,2025-12-11 21:00:00,21,3,0
902224,Thanks for your help on the project update. next Monday. Please confirm.,72,12,0,0,0,0,1,47.8,277,6,2025-11-11 15:00:00,15,1,0
902225,Please find the attached invoice for next Monday. Thanks.,57,9,0,0,0,0,1,82.5,373,7,2025-12-14 21:00:00,21,6,0
902226,Let's catch up tomorrow regarding the timeline. next Monday. Please confirm. https://company.portal/docs/4506,109,12,1,4,0,0,0,55.5,138,6,2025-10-31 10:00:00,10,4,0
902227,Your order has been shipped and will arrive by the quarterly review. Thanks.,76,13,0,0,0,0,1,60.9,343,4,2025-10-31 07:00:00,7,4,0
902228,Let's catch up tomorrow regarding the timeline. the updated proposal. Thanks.,77,11,0,0,0,0,0,57.4,,,2025-11-10 22:00:00,22,0,0
902229,Payment received successfully for your subscription. Friday evening. Let me know.,81,11,0,0,0,0,1,55.4,321,,2025-11-16 07:00:00,7,6,0
902230,Earn money from home instantly a brand new phone limited time! http://promo.example/6166,88,12,1,4,1,0,0,65.2,190,15,2025-12-12 04:00:00,4,4,1
902231,Here are the notes from today's discussion. 10:30 AM. Please confirm.,69,11,0,4,0,0,1,54.2,773,7,2025-12-05 08:00:00,8,4,0
902232,Can you send the report by end of day? the quarterly review. Regards.,69,13,0,0,0,0,1,57.7,495,5,2025-12-14 13:00:00,13,6,0
902233,Click here to verify your account exclusive bonus ASAP!,55,9,0,0,1,3,0,33.5,74,10,2025-12-06 06:00:00,6,5,1
902234,Could you review the document and share feedback? the updated proposal. Thanks.,79,12,0,0,0,0,1,65.1,470,9,2025-11-08 04:00:00,4,5,0
902235,Payment received successfully for your subscription. Friday evening. Let me know.,81,11,0,0,0,0,1,46.9,905,4,2025-11-13 12:00:00,12,3,0
902236,Your order has been shipped and will arrive by next Monday. Thanks.,67,12,0,0,0,0,1,71.9,567,6,2025-11-05 08:00:00,8,2,0
902237,Please find the attached invoice for the quarterly review. Let me know.,71,12,0,0,0,0,1,69.4,326,5,2025-12-05 22:00:00,22,4,0
902238,Let's catch up tomorrow regarding the timeline. the quarterly review. Regards.,78,11,0,0,0,0,0,43.8,365,4,2025-11-18 09:00:00,9,1,0
902239,Act fast! Your account will be suspended unless a brand new phone before it expires! https://tinyurl.com/7199,109,16,1,4,2,0,0,45.9,3,9,2025-12-21 22:00:00,22,6,1
902240,"You are eligible for a refund of ₹50,000 ASAP! https://tinyurl.com/4606",71,10,1,9,1,0,0,,108,19,2025-11-23 00:00:00,0,6,1
902241,Your order has been shipped and will arrive by Friday evening. Appreciate it.,77,13,0,0,0,0,1,51,201,5,2025-11-04 03:00:00,3,1,0
902242,Could you review the document and share feedback? 10:30 AM. Thanks.,67,11,0,4,0,0,1,53.9,370,4,2025-11-23 01:00:00,1,6,0
902243,Reminder: your appointment is confirmed for the quarterly review. Please confirm.,81,11,0,0,0,0,1,42.2,154,6,2025-11-17 03:00:00,3,0,0
902244,Your order has been shipped and will arrive by 10:30 AM. Please confirm. https://company.portal/docs/5246,105,14,1,8,0,0,1,73.9,519,6,2025-12-18 08:00:00,8,3,0
902245,Could you review the document and share feedback? next Monday. Regards.,71,11,0,0,0,0,1,42.8,487,8,2025-11-22 16:00:00,16,5,0
902246,"URGENT: Claim your reward now ₹50,000 ASAP! https://tinyurl.com/7487",68,8,1,9,1,2,0,39.5,103,23,2025-12-16 16:00:00,16,1,1
902247,Your order has been shipped and will arrive by 10:30 AM. Appreciate it.,71,13,0,4,0,0,1,65.9,1162,11,2025-11-07 17:00:00,17,4,0
902248,Could you review the document and share feedback? next Monday. Please confirm.,78,12,0,0,0,0,1,24.9,297,5,2025-11-15 17:00:00,17,5,0
902249,Reminder: your appointment is confirmed for Friday evening. Please confirm.,75,10,0,0,0,0,1,,1123,5,2025-12-15 17:00:00,17,0,0
902250,Please find the attached invoice for 10:30 AM. Thanks.,54,9,0,4,0,0,1,50,325,4,2025-11-29 08:00:00,8,5,0
902251,Reminder: your appointment is confirmed for next Monday. Appreciate it.,71,10,0,0,0,0,1,53.9,496,9,2025-11-09 20:00:00,20,6,0
902252,Let's catch up tomorrow regarding the timeline. next Monday. Thanks.,68,10,0,0,0,0,0,71.5,433,5,2025-11-17 03:00:00,3,0,0
902253,Let's catch up tomorrow regarding the timeline. Friday evening. Please confirm.,79,11,0,0,0,0,0,51.2,191,4,2025-12-20 02:00:00,2,5,0
902254,Here are the notes from today's discussion. the quarterly review. Thanks.,73,11,0,0,0,0,1,44.9,90,2,2025-12-21 06:00:00,6,6,0
902255,Payment received successfully for your subscription. Friday evening. Let me know.,81,11,0,0,0,0,1,,276,5,2025-12-18 08:00:00,8,3,0
902256,Your order has been shipped and will arrive by 10:30 AM. Please confirm.,72,13,0,4,0,0,1,36.2,405,9,2025-10-26 16:00:00,16,6,0
902257,Could you review the document and share feedback? the updated proposal. Let me know.,84,14,0,0,0,0,1,51.9,149,4,2025-12-16 21:00:00,21,1,0
902258,Payment received successfully for your subscription. Friday evening. Thanks.,76,9,0,0,0,0,1,68.1,,4,2025-11-24 03:00:00,3,0,0
902259,Could you review the document and share feedback? Friday evening. Regards.,74,11,0,0,0,0,1,42.9,308,5,2025-12-13 14:00:00,14,5,0
902260,Thanks for your help on the project update. the quarterly review. Let me know.,78,14,0,0,0,0,1,45.4,630,8,2025-11-29 22:00:00,22,5,0
902261,Please find the attached invoice for 10:30 AM. Appreciate it.,61,10,0,4,0,0,1,43.2,414,6,2025-11-28 21:00:00,21,4,0
902262,Let's catch up tomorrow regarding the timeline. Friday evening. Appreciate it.,78,11,0,0,0,0,0,79.2,151,2,2025-12-11 16:00:00,16,3,0
902263,Limited offer! Get exclusive bonus ASAP! http://promo.example/1277,66,7,1,4,2,2,0,81.9,76,17,2025-11-27 21:00:00,21,3,1
902264,Payment received successfully for your subscription. the quarterly review. Appreciate it.,89,11,0,0,0,0,1,52.1,178,3,2025-12-03 18:00:00,18,2,0
902265,Thanks for your help on the project update. next Monday. Let me know.,69,13,0,0,0,0,1,45.9,129,9,2025-11-06 00:00:00,0,3,0
902266,Can you send the report by end of day? next Monday. Thanks.,59,12,0,0,0,0,1,68.7,217,6,2025-11-23 02:00:00,2,6,0
902267,Please find the attached invoice for the updated proposal. Thanks.,66,10,0,0,0,0,1,94.6,379,3,2025-12-18 17:00:00,17,3,0
902268,Your order has been shipped and will arrive by 10:30 AM. Regards.,65,12,0,4,0,0,1,49.3,460,4,2025-12-03 13:00:00,13,2,0
902269,Let's catch up tomorrow regarding the timeline. next Monday. Please confirm.,76,11,0,0,0,0,0,72.9,242,5,2025-12-14 23:00:00,23,6,0
902270,Reminder: your appointment is confirmed for the quarterly review. Thanks.,73,10,0,0,0,0,1,85.6,552,9,2025-11-01 01:00:00,1,5,0
902271,Reminder: your appointment is confirmed for 10:30 AM. Appreciate it.,68,10,0,4,0,0,1,48.4,231,4,2025-11-15 02:00:00,2,5,0
902272,Can you send the report by end of day? the updated proposal. Regards.,69,13,0,0,0,0,1,78.2,174,4,2025-11-22 15:00:00,15,5,0
902273,Limited offer! Get instant cashback now! http://bit.ly/8426,59,7,1,4,2,2,0,50.6,160,19,2025-12-16 04:00:00,4,1,1
902274,Here are the notes from today's discussion. the quarterly review. Appreciate it.,80,12,0,0,0,0,1,40.5,235,9,2025-12-13 13:00:00,13,5,0
902275,Reminder: your appointment is confirmed for the quarterly review. Please confirm.,81,11,0,0,0,0,1,41.1,291,4,2025-12-05 18:00:00,18,4,0
902276,Here are the notes from today's discussion. the updated proposal. Appreciate it.,80,12,0,0,0,0,1,45.1,,5,2025-11-17 01:00:00,1,0,0
902277,Get rich quick with this simple trick exclusive bonus now! https://tinyurl.com/2084,83,11,1,4,1,1,0,72.4,77,16,2025-12-06 17:00:00,17,5,1
902278,"Hi, can we reschedule our meeting to the quarterly review. Let me know.",71,13,0,0,0,0,2,38.9,144,2,2025-12-02 11:00:00,11,1,0
902279,Let's catch up tomorrow regarding the timeline. next Monday. Thanks.,68,10,0,0,0,0,0,65.2,280,10,2025-11-16 10:00:00,10,6,0
902280,Let's catch up tomorrow regarding the timeline. next Monday. Please confirm.,76,11,0,0,0,0,0,47.8,251,4,2025-11-30 02:00:00,2,6,0
902281,Could you review the document and share feedback? next Monday. Thanks.,70,11,0,0,0,0,1,,215,4,2025-12-12 06:00:00,6,4,0
902282,Exclusive deal just for you exclusive bonus ASAP! http://promo.example/6943,75,9,1,4,1,1,0,29.9,49,9,2025-12-08 23:00:00,23,0,1
902283,Please find the attached invoice for the quarterly review. Please confirm.,74,11,0,0,0,0,1,69.3,299,4,2025-12-08 23:00:00,23,0,0
902284,Let's catch up tomorrow regarding the timeline. 10:30 AM. Regards.,66,10,0,4,0,0,0,58.1,775,4,2025-12-13 23:00:00,23,5,0
902285,"Hi, can we reschedule our meeting to the updated proposal. Thanks.",66,11,0,0,0,0,2,53.8,210,3,2025-11-05 06:00:00,6,2,0
902286,Please find the attached invoice for the quarterly review. Appreciate it. https://company.portal/docs/1971,106,12,1,4,0,0,1,89.9,186,5,2025-11-24 18:00:00,18,0,0
902287,Could you review the document and share feedback? 10:30 AM. Appreciate it.,74,12,0,4,0,0,1,43.3,148,7,2025-11-22 21:00:00,21,5,0
902288,Congratulations! You have won exclusive bonus now! http://promo.example/7271,76,8,1,4,2,1,0,28.4,,19,2025-12-05 06:00:00,6,4,1
902289,Payment received successfully for your subscription. next Monday. Please confirm.,81,10,0,0,0,0,1,60,397,7,2025-11-12 21:00:00,21,2,0
902290,Please find the attached invoice for the updated proposal. Regards.,67,10,0,0,0,0,1,82.5,355,7,2025-12-09 13:00:00,13,1,0
902291,Payment received successfully for your subscription. 10:30 AM. Appreciate it.,77,10,0,4,0,0,1,67.1,141,4,2025-11-29 00:00:00,0,5,0
902292,Thanks for your help on the project update. Friday evening. Thanks.,67,11,0,0,0,0,1,43.7,383,4,2025-10-25 06:00:00,6,5,0
902293,You've been selected for a cash prize of a brand new phone limited time!,72,14,0,0,1,2,0,37.2,264,16,2025-11-19 09:00:00,9,2,1
902294,"Hi, can we reschedule our meeting to the quarterly review. Thanks.",66,11,0,0,0,0,2,50.2,405,6,2025-11-09 06:00:00,6,6,0
902295,You are eligible for a refund of a brand new phone limited time!,64,13,0,0,1,0,0,37.8,4,,2025-12-02 23:00:00,23,1,1
902296,Please find the attached invoice for next Monday. Let me know.,62,11,0,0,0,0,1,33.3,384,5,2025-11-14 04:00:00,4,4,0
902297,Your order has been shipped and will arrive by Friday evening. Let me know.,75,14,0,0,0,0,1,66,361,8,2025-12-08 22:00:00,22,0,0
902298,Let's catch up tomorrow regarding the timeline. next Monday. Please confirm.,76,11,0,0,0,0,0,59.4,407,,2025-11-26 22:00:00,22,2,0
902299,Could you review the document and share feedback? the quarterly review. Appreciate it.,86,13,0,0,0,0,1,54.2,120,5,2025-11-24 07:00:00,7,0,0
902300,Could you review the document and share feedback? Friday evening. Please confirm.,81,12,0,0,0,0,1,34.2,221,4,2025-11-21 17:00:00,17,4,0
902301,Payment received successfully for your subscription. the updated proposal. Regards.,83,10,0,0,0,0,1,72.6,268,9,2025-11-26 01:00:00,1,2,0
902302,Click here to verify your account exclusive bonus now! http://bit.ly/6446,73,10,1,4,1,3,0,59.2,27,24,2025-12-03 23:00:00,23,2,1
902303,Reminder: your appointment is confirmed for next Monday. Appreciate it.,71,10,0,0,0,0,1,57.3,382,6,2025-11-15 01:00:00,1,5,0
902304,Can you send the report by end of day? 10:30 AM. Appreciate it.,63,13,0,4,0,0,1,41.1,292,7,2025-12-19 21:00:00,21,4,0
902305,Here are the notes from today's discussion. the updated proposal. Please confirm.,81,12,0,0,0,0,1,68.9,306,3,2025-11-03 18:00:00,18,0,0
902306,Please find the attached invoice for the updated proposal. Regards.,67,10,0,0,0,0,1,53,320,7,2025-11-24 22:00:00,22,0,0
902307,Thanks for your help on the project update. Friday evening. Let me know.,72,13,0,0,0,0,1,66.8,453,6,2025-12-22 19:00:00,19,0,0
902308,Your order has been shipped and will arrive by next Monday. Appreciate it.,74,13,0,0,0,0,1,43.2,267,6,2025-12-05 15:00:00,15,4,0
902309,Reminder: your appointment is confirmed for 10:30 AM. Let me know.,66,11,0,4,0,0,1,35.6,727,4,2025-11-29 01:00:00,1,5,0
902310,Can you send the report by end of day? the updated proposal. Appreciate it.,75,14,0,0,0,0,1,87.6,243,7,2025-10-25 01:00:00,1,5,0
902311,Reminder: your appointment is confirmed for next Monday. Thanks.,64,9,0,0,0,0,1,40.6,481,8,2025-12-17 14:00:00,14,2,0
902312,"Hi, can we reschedule our meeting to the quarterly review. Please confirm.",74,12,0,0,0,0,2,64.8,279,7,2025-12-14 22:00:00,22,6,0
902313,You've been selected for a cash prize of a brand new phone now! http://promo.example/6069,89,14,1,4,1,2,0,65.3,131,15,2025-11-09 09:00:00,9,6,1
902314,Reminder: your appointment is confirmed for the quarterly review. Let me know.,78,12,0,0,0,0,1,45.7,382,9,2025-12-03 04:00:00,4,2,0
902315,Payment received successfully for your subscription. the updated proposal. Appreciate it.,89,11,0,0,0,0,1,60.6,147,8,2025-11-26 12:00:00,12,2,0
902316,Thanks for your help on the project update. the quarterly review. Thanks.,73,12,0,0,0,0,1,74.6,497,4,2025-12-15 12:00:00,12,0,0
902317,Your order has been shipped and will arrive by the quarterly review. Regards. https://company.portal/docs/9778,110,14,1,4,0,0,1,64.7,292,3,2025-12-17 03:00:00,3,2,0
902318,Could you review the document and share feedback? Friday evening. Thanks.,73,11,0,0,0,0,1,48,121,4,2025-12-14 20:00:00,20,6,0
902319,Can you send the report by end of day? the updated proposal. Let me know.,73,15,0,0,0,0,1,59.8,430,7,2025-12-18 22:00:00,22,3,0
902320,"You are eligible for a refund of ₹50,000 ASAP! http://bit.ly/1686",65,10,1,9,1,0,0,76.6,21,18,2025-12-20 20:00:00,20,5,1
902321,Thanks for your help on the project update. next Monday. Please confirm.,72,12,0,0,0,0,1,34.2,366,5,2025-11-01 16:00:00,16,5,0
902322,Payment received successfully for your subscription. 10:30 AM. Let me know.,75,11,0,4,0,0,1,46.7,607,6,2025-11-09 09:00:00,9,6,0
902323,Payment received successfully for your subscription. 10:30 AM. Regards.,71,9,0,4,0,0,1,31.6,363,4,2025-12-13 13:00:00,13,5,0
902324,Exclusive deal just for you a brand new phone before it expires! http://promo.example/9533,90,13,1,4,1,0,0,93.5,43,15,2025-10-26 05:00:00,5,6,1
902325,Thanks for your help on the project update. the quarterly review. Please confirm.,81,13,0,0,0,0,1,65.4,459,4,2025-10-28 21:00:00,21,1,0
902326,"Earn money from home instantly ₹50,000 before it expires! http://promo.example/4618",83,10,1,9,1,0,0,56.4,137,20,2025-12-08 19:00:00,19,0,1
902327,"Hi, can we reschedule our meeting to 10:30 AM. Please confirm.",62,11,0,4,0,0,2,37.2,429,2,2025-10-30 08:00:00,8,3,0
902328,Please find the attached invoice for next Monday. Let me know.,62,11,0,0,0,0,1,49.1,160,9,2025-12-05 13:00:00,13,4,0
902329,"Hi, can we reschedule our meeting to the updated proposal. Appreciate it. https://company.portal/docs/3174",106,13,1,4,0,0,2,78.2,445,6,2025-12-10 20:00:00,20,2,0
902330,Please find the attached invoice for the quarterly review. Please confirm.,74,11,0,0,0,0,1,61.8,332,7,2025-12-21 10:00:00,10,6,0
902331,Your order has been shipped and will arrive by the quarterly review. Please confirm.,84,14,0,0,0,0,1,95.5,318,11,2025-11-23 17:00:00,17,6,0
902332,Thanks for your help on the project update. the updated proposal. Thanks.,73,12,0,0,0,0,1,50.4,252,5,2025-11-04 17:00:00,17,1,0
902333,You are eligible for a refund of a brand new phone before it expires! http://bit.ly/4385,88,15,1,4,1,0,0,52.1,300,17,2025-12-07 07:00:00,7,6,1
902334,Here are the notes from today's discussion. 10:30 AM. Appreciate it.,68,11,0,4,0,0,1,84.2,170,10,2025-11-11 07:00:00,7,1,0
902335,Could you review the document and share feedback? next Monday. Regards.,71,11,0,0,0,0,1,57.9,174,4,2025-12-11 03:00:00,3,3,0
902336,Reminder: your appointment is confirmed for 10:30 AM. Please confirm.,69,10,0,4,0,0,1,83.6,254,6,2025-12-23 14:00:00,14,1,0
902337,Limited offer! Get instant cashback limited time! http://bit.ly/8273,68,8,1,4,2,2,0,57.6,171,15,2025-11-10 14:00:00,14,0,1
902338,Thanks for your help on the project update. the updated proposal. Regards.,74,12,0,0,0,0,1,53.3,229,5,2025-11-12 14:00:00,14,2,0
902339,Here are the notes from today's discussion. Friday evening. Let me know.,72,12,0,0,0,0,1,,394,8,2025-11-26 18:00:00,18,2,0
902340,Let's catch up tomorrow regarding the timeline. Friday evening. Please confirm.,79,11,0,0,0,0,0,68.8,193,4,2025-12-01 02:00:00,2,0,0
902341,Here are the notes from today's discussion. 10:30 AM. Let me know.,66,12,0,4,0,0,1,41.1,210,6,2025-11-09 04:00:00,4,6,0
902342,Payment received successfully for your subscription. 10:30 AM. Regards.,71,9,0,4,0,0,1,28.2,379,9,2025-12-08 05:00:00,5,0,0
902343,Here are the notes from today's discussion. the updated proposal. Let me know. https://company.portal/docs/2092,111,14,1,4,0,0,1,67.1,298,3,2025-11-18 06:00:00,6,1,0
902344,"Hi, can we reschedule our meeting to Friday evening. Regards.",61,10,0,0,0,0,2,62,237,6,2025-11-28 08:00:00,8,4,0
902345,Reminder: your appointment is confirmed for the updated proposal. Thanks.,73,10,0,0,0,0,1,79.7,269,3,2025-11-02 10:00:00,10,6,0
902346,Could you review the document and share feedback? next Monday. Regards.,71,11,0,0,0,0,1,56,327,7,2025-12-13 23:00:00,23,5,0
902347,Click here to verify your account exclusive bonus today only!,61,10,0,0,1,3,0,70.3,36,17,2025-11-27 17:00:00,17,3,1
